COD_CIVICO,COMUNE,VIA,CIVICO,CIRCOSCRIZIONE,CAP,COORDINATA_X,COORDINATA_Y
85062,Torino,VIA ORBETELLO,99 int. 4,5,10148,7.67096361123919,45.1058061559293
78153,Torino,VIA ORBETELLO,99 int. 9,5,10148,7.67114095044393,45.1056588944398
87305,Torino,VIA ORBETELLO,99 int. 11,5,10148,7.67112868707684,45.1055609911874
78154,Torino,VIA ORBETELLO,101,5,10148,7.6708799827421,45.1062054700345
76970,Torino,VIA PIER DOMENICO OLIVERO,19,8,10135,7.64805071115193,45.0310649012898
76971,Torino,VIA PIER DOMENICO OLIVERO,25,8,10135,7.64883847858426,45.0307623406267
76953,Torino,VIA PIER DOMENICO OLIVERO,60 scala B,8,10135,7.65233722115493,45.0292825062371
84860,Torino,VIA PIER DOMENICO OLIVERO,60 scala C,8,10135,7.65214635649088,45.0293860697578
76927,Torino,VIA ARRIGO OLIVETTI,6,5,10148,7.67047316524454,45.1126259079573
76928,Torino,VIA ARRIGO OLIVETTI,7,5,10148,7.6703432501097,45.1130245652643
77071,Torino,VIA NUORO,41 scala F,2,10137,7.6299662657696,45.045359002308
84882,Torino,VIA NUORO,41 scala G,2,10137,7.62997729547509,45.0454996165499
77073,Torino,VIA NUORO,42,2,10137,7.62999618777188,45.0460895683305
77047,Torino,VIA NUOVA,6,8,10133,7.68767368191703,45.030054697187
77048,Torino,VIA NUOVA,7,8,10133,7.68752076675212,45.0302373237841
125637,Torino,VIA NUOVA,10 bis,8,10133,7.68750062028643,45.0304389308215
79296,Torino,VIA NICOLO' PAGANINI,25,6,10154,7.70436411614998,45.0856105861719
87376,Torino,VIA GIOVANNI PACINI,63,6,10154,7.70228974617546,45.0833623975174
79119,Torino,VIA GIOVANNI PACINI,66,6,10154,7.7021483570077,45.0831837085602
79121,Torino,VIA GIOVANNI PACINI,67,6,10154,7.7024610345484,45.0831627952286
79125,Torino,VIA ANTONIO PACINOTTI,2,4,10144,7.66572377768723,45.0802158840123
79195,Torino,VIA ANTONIO PACINOTTI,4,4,10144,7.6656111874298,45.0802805600867
79198,Torino,VIA ANTONIO PACINOTTI,6,4,10144,7.66555502756869,45.0803128141463
79200,Torino,VIA ANTONIO PACINOTTI,8,4,10144,7.66532964029274,45.0804422714526
79203,Torino,VIA ANTONIO PACINOTTI,10,4,10144,7.66488027441655,45.0807036065755
79204,Torino,VIA ANTONIO PACINOTTI,11 scala B,4,10144,7.66533139918409,45.0801947060363
79207,Torino,VIA ANTONIO PACINOTTI,14 scala A,4,10144,7.66463851739907,45.0809992401925
79208,Torino,VIA ANTONIO PACINOTTI,14 scala C,4,10144,7.66484165252215,45.0808295370608
78597,Torino,VIA OROPA,135,7,10153,7.72357640587936,45.0734917070692
78598,Torino,VIA OROPA,137,7,10153,7.72375565475874,45.0735193385461
78600,Torino,VIA OROPA,139,7,10153,7.72393989295071,45.0735477006272
85139,Torino,VIA OROPA,141,7,10153,7.72415582807299,45.0735811964901
78607,Torino,VIA ORSIERA,2,3,10141,7.64096145605653,45.0655145959707
78578,Torino,VIA ORSIERA,8,3,10141,7.64067870309558,45.0655687245842
78580,Torino,VIA ORSIERA,9,3,10141,7.63990958091255,45.0655884618037
78583,Torino,VIA ORSIERA,13,3,10141,7.6391833403618,45.0657110098634
78584,Torino,VIA ORSIERA,14,3,10141,7.64004347113747,45.0656759692696
78465,Torino,VIA OROPA,59,7,10153,7.71446413985921,45.0720873835893
78467,Torino,VIA OROPA,60,7,10153,7.71517694410074,45.0720625586268
78472,Torino,VIA OROPA,62,7,10153,7.71524141458124,45.0720699723036
78131,Torino,VIA ORBETELLO,113,5,10148,7.66908494773001,45.1063343147087
78111,Torino,VIA ORBETELLO,124,5,10148,7.66848785828377,45.1065398569444
78123,Torino,VIA ORBETELLO,137,5,10148,7.66681686900271,45.1064973337555
78092,Torino,VIA ORBETELLO,138,5,10148,7.66704882490716,45.1066431956228
78229,Torino,LARGO ORBASSANO,62,2,10129,7.65480053121315,45.0528412982432
85075,Torino,LARGO ORBASSANO,64,2,10129,7.65479956405208,45.0526664363294
85076,Torino,LARGO ORBASSANO,66,2,10129,7.65471684736153,45.0524933478638
78238,Torino,LARGO ORBASSANO,66 bis,2,10129,7.65464046392232,45.0523713470265
77013,Torino,VIA OCCIMIANO,3,6,10156,7.73226158122119,45.1061656343712
87216,Torino,VIA OCCIMIANO,5,6,10156,7.73230224124123,45.106261683782
84871,Torino,VIA OCCIMIANO,11,6,10156,7.73242561064271,45.1065531419612
84872,Torino,VIA OCCIMIANO,13,6,10156,7.73245123143849,45.1066136837122
79209,Torino,VIA ANTONIO PACINOTTI,17,4,10144,7.66480366495847,45.0806065253545
87385,Torino,VIA ANTONIO PACINOTTI,20,4,10144,7.66416194828067,45.0811192393078
87388,Torino,VIA ANTONIO PACINOTTI,22,4,10144,7.66403732055502,45.0811916135101
85240,Torino,VIA ANTONIO PACINOTTI,26,4,10144,7.66373525490318,45.0813670515508
79254,Torino,VIA ANTONIO PACINOTTI,28,4,10144,7.66358451773682,45.081454593695
79259,Torino,VIA PININ PACOT,22,7,10131,7.72641832225974,45.0522942238195
79227,Torino,VIA PININ PACOT,23,7,10131,7.72627716820936,45.0524149565707
79228,Torino,VIA PININ PACOT,24,7,10131,7.72684077766005,45.0523125994527
79230,Torino,VIA PININ PACOT,28,7,10131,7.72819834368654,45.0517784480189
79232,Torino,VIA PININ PACOT,42,7,10131,7.72792380250599,45.052718218173
79179,Torino,VIA GIACINTO PACCHIOTTI,118,4,10146,7.62242484922072,45.0783682142942
87382,Torino,VIA GIACINTO PACCHIOTTI,119,4,10146,7.62232255570343,45.0782357168046
79183,Torino,VIA GIACINTO PACCHIOTTI,121,4,10146,7.62206815422403,45.0782418289292
85231,Torino,VIA GIACINTO PACCHIOTTI,123,4,10146,7.62183567957251,45.0782453875863
79190,Torino,VIA GIACINTO PACCHIOTTI,126,4,10146,7.62178648043663,45.0783835105749
79191,Torino,VIA GIACINTO PACCHIOTTI,128,4,10146,7.6216804327514,45.0783860652981
78426,Torino,VIA OROPA,74,7,10153,7.71799154477759,45.0724932491728
78429,Torino,VIA OROPA,80,7,10153,7.71850649322276,45.0725723125342
78431,Torino,VIA OROPA,90,7,10153,7.71950281034473,45.0727256628835
78435,Torino,VIA OROPA,94,7,10153,7.71985706433196,45.07278114283
78436,Torino,VIA OROPA,95,7,10153,7.71977465121767,45.0729041639517
87326,Torino,VIA OROPA,97,7,10153,7.71996890384967,45.0729333198505
78439,Torino,VIA OROPA,98,7,10153,7.72022673061747,45.0728388198018
78415,Torino,VIA OROPA,102 scala A,7,10153,7.72064766509157,45.0728455079741
85105,Torino,VIA OROPA,103,7,10153,7.7204847644717,45.0730139328074
78417,Torino,VIA OROPA,105,7,10153,7.72059507805337,45.0730307778577
78419,Torino,VIA OROPA,106,7,10153,7.72096464555977,45.0729511926991
78420,Torino,VIA OROPA,107,7,10153,7.72074146944392,45.0730533830206
87324,Torino,VIA OROPA,108,7,10153,7.72123554121775,45.0729951845998
78212,Torino,LARGO ORBASSANO,70,2,10129,7.65437253280613,45.0521471693004
78217,Torino,LARGO ORBASSANO,75 bis,1,10129,7.65615828580855,45.0526920846811
78220,Torino,LARGO ORBASSANO,77,2,10136,7.6541680452759,45.0511587225192
87311,Torino,LARGO ORBASSANO,81,2,10136,7.65388443710757,45.051337845597
78192,Torino,VIA ORBETELLO,30,5,10148,7.67901949096518,45.1057828717555
78199,Torino,VIA ORBETELLO,36,5,10148,7.67781007043778,45.1058692703793
85070,Torino,VIA ORBETELLO,38,5,10148,7.67754717006252,45.105888271146
78175,Torino,VIA ORBETELLO,45,5,10148,7.6766740366995,45.1057886340222
78176,Torino,VIA ORBETELLO,46,5,10148,7.67669271840919,45.105949971902
78180,Torino,VIA ORBETELLO,49,5,10148,7.67638179015468,45.1058096594604
77086,Torino,VIA NUORO,11 scala A,2,10137,7.63266007847226,45.0448043810647
123649,Torino,VIA NUORO,30 scala B,2,10137,7.63080707223556,45.0460633232143
87228,Torino,CORSO NOVARA,43,6,10154,7.69518799802563,45.0857589069426
77184,Torino,CORSO NOVARA,45,6,10154,7.69536986537238,45.0856586442967
77188,Torino,CORSO NOVARA,47,6,10154,7.69547077825672,45.0856030052904
84903,Torino,CORSO NOVARA,48,7,10152,7.69368865591565,45.0859994480411
77191,Torino,CORSO NOVARA,49,6,10154,7.69599270938205,45.0853108655211
77196,Torino,CORSO NOVARA,51,6,10154,7.69610638788225,45.0851844471102
133944,Torino,CORSO NOVARA,52,7,10152,7.69401627866763,45.0858164456798
79166,Torino,VIA GIACINTO PACCHIOTTI,134,4,10146,7.62063116294395,45.0784131287588
79169,Torino,VIA GIACINTO PACCHIOTTI,136,4,10146,7.62047544498575,45.0784164506058
79171,Torino,VIA GIACINTO PACCHIOTTI,138,4,10146,7.62037649739943,45.0784185587926
79172,Torino,VIA GIACINTO PACCHIOTTI,139,4,10146,7.62025065249876,45.0782792306304
85230,Torino,VIA GIACINTO PACCHIOTTI,140,4,10146,7.62016947498711,45.0784229796774
79177,Torino,VIA GIACINTO PACCHIOTTI,143,4,10146,7.61998886149514,45.0782698198504
79146,Torino,VIA GIACINTO PACCHIOTTI,144,4,10146,7.61977062601316,45.0784317969599
87378,Torino,VIA GIACINTO PACCHIOTTI,147,4,10146,7.61961222433109,45.0782933168024
87683,Torino,VIA GIOVANNI PACINI,2,6,10154,7.69827973537889,45.0876702880964
79149,Torino,VIA GIOVANNI PACINI,3,6,10154,7.69911271667518,45.0874749734607
79150,Torino,VIA GIOVANNI PACINI,5,6,10154,7.69941865591641,45.0871171291517
87685,Torino,VIA GIOVANNI PACINI,6,6,10154,7.6985755673835,45.0873269316378
79153,Torino,VIA GIOVANNI PACINI,8,6,10154,7.69869143506466,45.0871924520959
79155,Torino,VIA GIOVANNI PACINI,12,6,10154,7.69883975982073,45.0870203099857
78423,Torino,VIA OROPA,110 bis,7,10153,7.72146416440549,45.0730280895013
78625,Torino,VIA OROPA,112 bis,7,10153,7.72173247725898,45.0730694407972
87340,Torino,VIA OROPA,113,7,10153,7.72125911457859,45.0731332563213
87331,Torino,VIA OROPA,33,7,10153,7.71186353412088,45.0716852423311
78514,Torino,VIA OROPA,35,7,10153,7.71202411118153,45.0717088648655
78522,Torino,VIA OROPA,40,7,10153,7.71235676641471,45.0716235711761
78496,Torino,VIA OROPA,47,7,10153,7.71301013841332,45.0718619037944
78499,Torino,VIA OROPA,49,7,10153,7.71327123550606,45.0719027435732
78188,Torino,VIA ORBETELLO,75,5,10148,7.67372379528337,45.1060001974412
77695,Torino,CORSO ORBASSANO,394,2,10137,7.61941793532914,45.03350095924
77699,Torino,CORSO ORBASSANO,398,2,10137,7.61922905592413,45.0333081858798
77701,Torino,CORSO ORBASSANO,400,2,10137,7.61867524331305,45.0334880314439
77703,Torino,CORSO ORBASSANO,402 int. 8,2,10137,7.61769001393313,45.0339190606252
87268,Torino,CORSO ORBASSANO,402 int. 10 int. B,2,10137,7.6178554176314,45.0345329965344
77704,Torino,CORSO ORBASSANO,402 int. 10 int. E,2,10137,7.61813404219159,45.0348606064477
77707,Torino,CORSO ORBASSANO,402 int. 10 int. H,2,10137,7.617770129139,45.0346123708705
84990,Torino,CORSO ORBASSANO,402 int. 14,2,10137,7.61716138374994,45.0341423151185
77684,Torino,CORSO ORBASSANO,416 int. 7,2,10137,7.61695301170993,45.0329770732145
77686,Torino,CORSO ORBASSANO,416 int. 9,2,10137,7.61645546159299,45.033212058952
77687,Torino,CORSO ORBASSANO,416 int. 10,2,10137,7.61685779119678,45.0331774691701
77690,Torino,CORSO ORBASSANO,426,2,10137,7.61677851752141,45.0323263778595
78242,Torino,CORSO ORBASSANO,452,2,10137,7.61434334433971,45.0316904464368
77163,Torino,CORSO NOVARA,53,6,10154,7.69622599739153,45.0850514350223
87227,Torino,CORSO NOVARA,59,6,10154,7.69679090875436,45.0844244588827
77167,Torino,CORSO NOVARA,64,7,10152,7.69550313398117,45.0849932377864
77168,Torino,CORSO NOVARA,65,6,10154,7.69712489075521,45.0840531139202
77169,Torino,CORSO NOVARA,68,7,10152,7.6956667523659,45.0848127024643
77175,Torino,CORSO NOVARA,77,6,10154,7.69807171006713,45.0830040292102
77147,Torino,CORSO NOVARA,81,6,10154,7.69845528806235,45.082576590749
77150,Torino,CORSO NOVARA,87,6,10154,7.69875888146371,45.0822399202589
77159,Torino,CORSO NOVARA,95,6,10154,7.69916571408212,45.0817887257951
77129,Torino,CORSO NOVARA,96,7,10152,7.69728639421822,45.0830138130454
77131,Torino,CORSO NOVARA,98,7,10152,7.6975537822599,45.0827173878388
77133,Torino,CORSO NOVARA,99,6,10154,7.6992881151409,45.0816530056976
79132,Torino,VIA GIOVANNI PACINI,35,6,10154,7.70056078632437,45.0853695921489
85224,Torino,VIA GIOVANNI PACINI,40,6,10154,7.70044659607205,45.0851547716572
79000,Torino,VIA GIACINTO PACCHIOTTI,32,4,10146,7.63259042247109,45.078118214729
79001,Torino,VIA GIACINTO PACCHIOTTI,33,4,10146,7.63236785755256,45.0779892368694
79004,Torino,VIA GIACINTO PACCHIOTTI,36,4,10146,7.63206977208383,45.0781313684517
79007,Torino,VIA GIACINTO PACCHIOTTI,42,4,10146,7.63150238543593,45.0781458680613
85204,Torino,VIA GIACINTO PACCHIOTTI,44,4,10146,7.63133916218694,45.0781501679841
79095,Torino,VIA GIACINTO PACCHIOTTI,46,4,10146,7.63128111428957,45.0781516956337
79099,Torino,VIA GIACINTO PACCHIOTTI,50,4,10146,7.63045917182843,45.0781705188281
85219,Torino,VIA GIACINTO PACCHIOTTI,58,4,10146,7.62962215658222,45.0781917139542
79106,Torino,VIA GIACINTO PACCHIOTTI,59,4,10146,7.62946230204766,45.0779727454728
78507,Torino,VIA OROPA,52,7,10153,7.71423520687169,45.0719134217846
78481,Torino,VIA OROPA,54,7,10153,7.71440499503769,45.0719399082209
78485,Torino,VIA OROPA,55,7,10153,7.71404942232009,45.0720235545211
78487,Torino,VIA OROPA,57,7,10153,7.71432481445789,45.0720654440445
78458,Torino,VIA OROPA,58 int. 1,7,10153,7.71490604087959,45.0718929148567
78459,Torino,VIA OROPA,58 int. 3,7,10153,7.71494477518063,45.0717766881061
78461,Torino,VIA OROPA,58 int. 5,7,10153,7.71496472325546,45.0717128916841
85085,Torino,VIA LUIGI ORNATO,10,8,10131,7.70304100459723,45.0639249115805
78258,Torino,VIA LUIGI ORNATO,13,8,10131,7.70311343303932,45.0640321079958
78264,Torino,VIA LUIGI ORNATO,19,8,10131,7.7034755074405,45.0639874930818
78265,Torino,VIA ORNAVASSO,1,4,10145,7.6475857175477,45.0825564031556
78266,Torino,VIA ORNAVASSO,3,4,10145,7.64754888506755,45.08269414351
78243,Torino,CORSO ORBASSANO,455,2,10137,7.61099075179531,45.0307794273676
87313,Torino,CORSO ORBASSANO,460,2,10137,7.61383052267376,45.0316232529141
77666,Torino,CORSO ORBASSANO,299,2,10137,7.63027131188271,45.0380347696901
77644,Torino,CORSO ORBASSANO,308,2,10137,7.62561676481609,45.0364749553792
77645,Torino,CORSO ORBASSANO,310,2,10137,7.62555441889539,45.0363989858948
77650,Torino,CORSO ORBASSANO,348,2,10137,7.62274136500466,45.0349791554301
87223,Torino,CORSO NOVARA,113,6,10154,7.70015020658473,45.0806961440778
77116,Torino,CORSO NOVARA,115,6,10154,7.70029736394457,45.080595262339
77117,Torino,CORSO NOVARA,116,7,10152,7.69861408022486,45.0810057045333
77108,Torino,VIA NOVI,6,7,10152,7.69419487649746,45.0854348345181
77110,Torino,VIA NUORO,3,2,10137,7.63357536409293,45.0445560076141
87373,Torino,VIA GIACINTO PACCHIOTTI,77,4,10146,7.62743367620694,45.0781090419153
79082,Torino,VIA GIACINTO PACCHIOTTI,80,4,10146,7.62779388281265,45.0782367399637
79088,Torino,VIA GIACINTO PACCHIOTTI,93,4,10146,7.62525116033294,45.0781635952342
79091,Torino,VIA GIACINTO PACCHIOTTI,97,4,10146,7.62480901484384,45.0781745373586
87374,Torino,VIA GIACINTO PACCHIOTTI,98,4,10146,7.62535382890046,45.0782960946156
79065,Torino,VIA GIACINTO PACCHIOTTI,106,4,10146,7.62365546035521,45.0783373341064
79068,Torino,VIA GIACINTO PACCHIOTTI,109,4,10146,7.62343428529351,45.0782068342901
79069,Torino,VIA GIACINTO PACCHIOTTI,110,4,10146,7.6229223510397,45.0783562926846
79072,Torino,VIA GIACINTO PACCHIOTTI,111 bis,4,10146,7.62297808546975,45.0782199673494
78980,Torino,VIA OZEGNA,12,6,10155,7.69474410015932,45.0953119504766
78981,Torino,VIA OZEGNA,14,6,10155,7.69480173781275,45.0954702472905
78982,Torino,VIA OZEGNA,15,6,10155,7.69463253653122,45.0955492115815
78984,Torino,VIA OZEGNA,18,6,10155,7.69482087454268,45.0955228109828
78985,Torino,VIA OZEGNA,19,6,10155,7.69470557438741,45.0957539352833
78987,Torino,VIA OZEGNA,21,6,10155,7.69473954876774,45.0958491746791
85200,Torino,VIA OZEGNA,22,6,10155,7.69489940670296,45.095738543443
78988,Torino,VIA OZEGNA,24,6,10155,7.69494874385622,45.0958740699898
78382,Torino,VIA ORNAVASSO,14,4,10145,7.64752040851218,45.0835934122907
78388,Torino,VIA ORNAVASSO,19,4,10145,7.64720668977978,45.0840402147053
78364,Torino,VIA OROPA,7,7,10153,7.70888633805451,45.0712274384426
78391,Torino,VIA OROPA,13 scala A,7,10153,7.70952012201569,45.0713751470063
78394,Torino,VIA OROPA,15 scala A,7,10153,7.70998839170062,45.0714484192451
78395,Torino,VIA OROPA,15 scala C,7,10153,7.71036578762602,45.0715084029106
78326,Torino,VIA ORMEA,137,8,10126,7.67570561032682,45.0439584343881
85092,Torino,VIA ORMEA,138 scala B,8,10126,7.67590699470337,45.0453633925569
77652,Torino,CORSO ORBASSANO,350,2,10137,7.62259250202839,45.0349128168924
77654,Torino,CORSO ORBASSANO,352,2,10137,7.62240583004611,45.0348296387392
77657,Torino,CORSO ORBASSANO,354,2,10137,7.62226959180253,45.0347689251848
77659,Torino,CORSO ORBASSANO,356,2,10137,7.62217591086239,45.0347271786885
77736,Torino,CORSO ORBASSANO,368 int. 23,2,10137,7.62009778922954,45.0355347690973
77714,Torino,CORSO ORBASSANO,378,2,10137,7.62033610421639,45.0342803538139
77715,Torino,CORSO ORBASSANO,380,2,10137,7.62016579468965,45.0342038669278
77720,Torino,CORSO ORBASSANO,386,2,10137,7.62019607066087,45.0337437620683
77580,Torino,CORSO ORBASSANO,260,2,10137,7.63168390628016,45.0392836378275
123668,Torino,CORSO PALERMO,102 scala B,6,10154,7.69354256740591,45.0880772203451
79769,Torino,CORSO PALERMO,105,6,10154,7.69316954330114,45.0887704414794
79773,Torino,CORSO PALERMO,106,6,10154,7.69338919469545,45.0882380906357
79752,Torino,CORSO PALERMO,110,6,10154,7.69341557420265,45.0886393832532
79756,Torino,CORSO PALERMO,112,6,10154,7.69342659890756,45.0888068064228
85328,Torino,CORSO PALERMO,114,6,10154,7.69343801647217,45.0889804092635
87370,Torino,VIA OZIERI,10,3,10142,7.619166588793,45.064140679921
79050,Torino,VIA OZIERI,12,3,10142,7.61911254387281,45.0640176834328
79052,Torino,VIA OZIERI,14,3,10142,7.61906243675773,45.0639036552838
79053,Torino,VIA OZIERI,16,3,10142,7.61901348645542,45.0637922336082
79055,Torino,VIA OZIERI,17,3,10142,7.61913021968378,45.0635906016096
79059,Torino,VIA OZIERI,20,3,10142,7.61891328610295,45.0635641683565
85212,Torino,VIA OZIERI,21,3,10142,7.61901938057434,45.0633359336075
79061,Torino,VIA OZIERI,23,3,10142,7.61895173956616,45.0631804922772
87369,Torino,VIA GIACINTO PACCHIOTTI,5,4,10146,7.63584048751606,45.0779002146508
79032,Torino,VIA GIACINTO PACCHIOTTI,5 bis,4,10146,7.63571080318825,45.0779035892394
79034,Torino,VIA GIACINTO PACCHIOTTI,6 bis,4,10146,7.6356740046092,45.0780457821354
85208,Torino,VIA GIACINTO PACCHIOTTI,9,4,10146,7.63542171265794,45.077911072004
79041,Torino,VIA GIACINTO PACCHIOTTI,11,4,10146,7.63527856484848,45.0779148163109
79042,Torino,VIA GIACINTO PACCHIOTTI,12,4,10146,7.63489444387659,45.0780651357613
85209,Torino,VIA GIACINTO PACCHIOTTI,13,4,10146,7.63489537281754,45.0779247647396
79044,Torino,VIA GIACINTO PACCHIOTTI,14,4,10146,7.63471924261647,45.0780688022253
79013,Torino,VIA GIACINTO PACCHIOTTI,16,4,10146,7.63456969237422,45.0780719559935
79015,Torino,VIA GIACINTO PACCHIOTTI,18,4,10146,7.63433398458573,45.0780768967141
78335,Torino,VIA ORMEA,141,8,10126,7.67562131442372,45.0436914448269
78338,Torino,VIA ORMEA,143,8,10126,7.67559531772295,45.0436091279931
78307,Torino,VIA ORMEA,144,8,10126,7.67583733461426,45.0448950678867
78308,Torino,VIA ORMEA,145,8,10126,7.6755628717961,45.0435064103058
78309,Torino,VIA ORMEA,146,8,10126,7.6757884362071,45.0447426136491
85090,Torino,VIA ORMEA,148,8,10126,7.67575368161913,45.044634252146
78321,Torino,VIA ORMEA,152,8,10126,7.67564392080553,45.0442920994256
78290,Torino,VIA ORMEA,153,8,10126,7.67520163278354,45.0423572099051
78292,Torino,VIA ORMEA,158,8,10126,7.67546749379967,45.0437103107906
136081,Torino,VIA ORMEA,164 scala B,8,10126,7.67510019959869,45.0429158522608
136082,Torino,VIA ORMEA,164 scala C,8,10126,7.67512996822593,45.0431543700614
77587,Torino,CORSO ORBASSANO,267 scala B,2,10137,7.633078735719,45.0392049606708
77588,Torino,CORSO ORBASSANO,268,2,10137,7.63069563420666,45.038796811107
77592,Torino,CORSO ORBASSANO,269,2,10137,7.63271149849848,45.0392430073942
77617,Torino,CORSO ORBASSANO,274 scala A,2,10137,7.63010905857779,45.0385586183355
77618,Torino,CORSO ORBASSANO,274 scala B,2,10137,7.63003424029376,45.0385277177277
77619,Torino,CORSO ORBASSANO,276,2,10137,7.63001076017062,45.0384555656611
77620,Torino,CORSO ORBASSANO,277,2,10137,7.63209137461189,45.0389362614984
77600,Torino,CORSO ORBASSANO,286,2,10137,7.62751351296058,45.0372608430789
77603,Torino,CORSO ORBASSANO,288,2,10137,7.62737844561156,45.0371942355377
79682,Torino,CORSO PALERMO,52,7,10152,7.69306276620259,45.0833729901223
87415,Torino,CORSO PALERMO,54,7,10152,7.69313365177511,45.0836533861672
79653,Torino,CORSO PALERMO,55,7,10152,7.69279817754893,45.0832133944068
79657,Torino,CORSO PALERMO,56,7,10152,7.69310338272267,45.0839733393164
79658,Torino,CORSO PALERMO,57,7,10152,7.69273992114007,45.0836456027364
79665,Torino,CORSO PALERMO,59,7,10152,7.6928473998281,45.0839616506355
79634,Torino,CORSO PALERMO,60,7,10152,7.69312038855015,45.0842283369158
134832,Torino,CORSO PALERMO,61 scala A,7,10152,7.69276645718504,45.0841094056174
79640,Torino,CORSO PALERMO,63,7,10152,7.69286714862983,45.0842656940913
79641,Torino,CORSO PALERMO,65,7,10152,7.69287616114019,45.0844048109685
79646,Torino,CORSO PALERMO,79,7,10152,7.69296379608906,45.0856729244106
79615,Torino,CORSO PALERMO,81,7,10152,7.69297354552936,45.0858131748984
79616,Torino,CORSO PALERMO,82,7,10152,7.69322237696559,45.0857471055457
85205,Torino,VIA GIACINTO PACCHIOTTI,20,4,10146,7.63422581076827,45.0780791496091
79021,Torino,VIA GIACINTO PACCHIOTTI,21,4,10146,7.63415218912449,45.0779440710824
79023,Torino,VIA GIACINTO PACCHIOTTI,25,4,10146,7.63338456348023,45.0779637822
79024,Torino,VIA GIACINTO PACCHIOTTI,26,4,10146,7.63362618635635,45.0780992333343
85188,Torino,VIA NINO OXILIA,13,6,10155,7.70013985547415,45.1050081510919
78935,Torino,VIA NINO OXILIA,15,6,10155,7.70001742203023,45.1050512977402
78937,Torino,VIA NINO OXILIA,17,6,10155,7.69987629350394,45.1051010276867
85190,Torino,VIA NINO OXILIA,19,6,10155,7.69976103528364,45.1051416452606
78305,Torino,VIA ORMEA,170,8,10126,7.67505242788523,45.0423940874412
78275,Torino,VIA LUIGI ORNATO,3,8,10131,7.70281865868467,45.0644735097214
87315,Torino,VIA LUIGI ORNATO,4,8,10131,7.70270589089237,45.0644790789758
78282,Torino,VIA LUIGI ORNATO,6 bis,8,10131,7.70283243712154,45.0642686781715
77778,Torino,VIA ORMEA,90 bis,8,10126,7.67879758899539,45.0500376094507
77781,Torino,VIA ORMEA,92,8,10126,7.6786917287288,45.0498926891259
85003,Torino,VIA ORMEA,93,8,10126,7.67845825510721,45.0493358089143
85004,Torino,VIA ORMEA,96,8,10126,7.67828434043947,45.0493335636526
77758,Torino,VIA ORMEA,99 scala A,8,10126,7.67817474864174,45.0488408337658
87272,Torino,VIA ORMEA,101,8,10126,7.67793682997212,45.0486208303814
77764,Torino,VIA ORMEA,103,8,10126,7.67780291808269,45.0484342572273
77609,Torino,CORSO ORBASSANO,291,2,10137,7.6309632083476,45.0383779431604
77635,Torino,CORSO ORBASSANO,294,2,10137,7.62695354517606,45.0369846961916
77638,Torino,CORSO ORBASSANO,295,2,10137,7.63059777847561,45.0381967029347
77421,Torino,CORSO ORBASSANO,230,2,10137,7.63587132347954,45.041217878239
77424,Torino,CORSO ORBASSANO,234,2,10137,7.63559961072937,45.0410869774687
77427,Torino,CORSO ORBASSANO,235 scala A,2,10137,7.63762640466352,45.0416222361211
77399,Torino,CORSO ORBASSANO,236 scala B,2,10137,7.63530198693571,45.0410104612834
77401,Torino,CORSO ORBASSANO,237 scala A,2,10137,7.63734752368112,45.0414667871193
77403,Torino,CORSO ORBASSANO,238,2,10137,7.6351845439475,45.0408869932739
84938,Torino,CORSO ORBASSANO,242,2,10137,7.63500922866301,45.0408025312676
79618,Torino,CORSO PALERMO,83,7,10152,7.69298240914743,45.0859404527557
87413,Torino,CORSO PALERMO,84,7,10152,7.69323214097108,45.0858934323423
79622,Torino,CORSO PALERMO,85,7,10152,7.69299243839755,45.0860845951844
79624,Torino,CORSO PALERMO,86,7,10152,7.693240806743,45.0860232824077
79629,Torino,CORSO PALERMO,90,6,10154,7.69332492160662,45.0872617392705
79530,Torino,CORSO PALERMO,18,7,10152,7.69278435833983,45.0792020633746
79539,Torino,CORSO PALERMO,22,7,10152,7.69279968224522,45.0794170562548
79542,Torino,CORSO PALERMO,23,7,10152,7.69255494584337,45.0795816236385
85291,Torino,CORSO PALERMO,24,7,10152,7.69281594055731,45.0796451213419
87411,Torino,CORSO PALERMO,26,7,10152,7.69286063847002,45.0803233109801
133949,Torino,VIA NINO OXILIA,21,6,10155,7.69947484331677,45.1052424907984
78942,Torino,VIA NINO OXILIA,23,6,10155,7.69925571707786,45.1053197049803
78911,Torino,VIA NINO OXILIA,27,6,10155,7.69896124538805,45.1054234794836
78914,Torino,VIA NINO OXILIA,38,6,10155,7.69840809814476,45.10582992166
78918,Torino,VIA NINO OXILIA,44,6,10155,7.69780550312253,45.1059727586667
78895,Torino,VIA FEDERICO OZANAM,7,1,10123,7.69059419407211,45.0672248470985
87360,Torino,VIA FEDERICO OZANAM,9,1,10123,7.69053609334595,45.0671424629086
78896,Torino,VIA FEDERICO OZANAM,10,1,10123,7.69040262605121,45.0671981114482
78903,Torino,VIA OZEGNA,3,6,10155,7.69442385443433,45.0949642799645
78904,Torino,VIA OZEGNA,4,6,10155,7.69460234693936,45.0949225722635
78906,Torino,VIA OZEGNA,6,6,10155,7.69465845123393,45.095076737848
78850,Torino,VIA OSOPPO,42,2,10136,7.63616708781579,45.0519980888198
78852,Torino,VIA OSOPPO,45,2,10136,7.63707063501629,45.0522582082987
77771,Torino,VIA ORMEA,106,8,10126,7.6777627391111,45.0486200118804
