row_id,citydb_address,pg_type,attribute_type,geo_role,status,calculator,method,cim_source,logic
322,citydb.ng2_layered_construction.id,bigint,fk,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,cim-database/materiale-tabula + tabula_archetype_code,Fill ng2_layered_construction.id via tabula_extract_layered_construction from TABULA archetype catalog + component XLS.
323,citydb.ng2_layered_construction.objectclass_id,integer,fk,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,cim-database/materiale-tabula + tabula_archetype_code,Fill ng2_layered_construction.objectclass_id via tabula_extract_layered_construction from TABULA archetype catalog + component XLS.
324,citydb.ng2_layered_construction.u_value,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,component XLS Dati.Trasmittanza (Wall/Roof/Floor/Ceiling_*),U-value per element from Politecnico component workbook assigned to archetype slot.
325,citydb.ng2_layered_construction.u_value_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,cim-database/materiale-tabula + tabula_archetype_code,Fill ng2_layered_construction.u_value_uom via tabula_extract_layered_construction from TABULA archetype catalog + component XLS.
326,citydb.ng2_layered_construction.g_value,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,TABULA window typology defaults,Window g-value for window layered_construction row.
327,citydb.ng2_layered_construction.g_value_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,cim-database/materiale-tabula + tabula_archetype_code,Fill ng2_layered_construction.g_value_uom via tabula_extract_layered_construction from TABULA archetype catalog + component XLS.
328,citydb.ng2_layered_construction.glazing_ratio,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,cim-database/materiale-tabula + tabula_archetype_code,Fill ng2_layered_construction.glazing_ratio via tabula_extract_layered_construction from TABULA archetype catalog + component XLS.
329,citydb.ng2_layered_construction.glazing_ratio_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,cim-database/materiale-tabula + tabula_archetype_code,Fill ng2_layered_construction.glazing_ratio_uom via tabula_extract_layered_construction from TABULA archetype catalog + component XLS.
330,citydb.ng2_layered_construction.library_code,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,construction code e.g. Wall_06.02,Store TABULA construction code as library_code on layered_construction.
331,citydb.ng2_layered_construction.library_code_codespace,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,cim-database/materiale-tabula + tabula_archetype_code,Fill ng2_layered_construction.library_code_codespace via tabula_extract_layered_construction from TABULA archetype catalog + component XLS.
332,citydb.ng2_layered_construction.layered_construction_id,bigint,fk,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,cim-database/materiale-tabula + tabula_archetype_code,Fill ng2_layered_construction.layered_construction_id via tabula_extract_layered_construction from TABULA archetype catalog + component XLS.
333,citydb.ng2_layered_construction.library_id,bigint,fk,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_layered_construction,cim-database/materiale-tabula + tabula_archetype_code,Fill ng2_layered_construction.library_id via tabula_extract_layered_construction from TABULA archetype catalog + component XLS.
334,citydb.ng2_library.id,bigint,fk,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
335,citydb.ng2_library.objectclass_id,integer,fk,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
336,citydb.ng2_library.type,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
337,citydb.ng2_library.type_codespace,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
338,citydb.ng2_library.author,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
339,citydb.ng2_library.source,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
340,citydb.ng2_material.id,bigint,fk,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.id via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
341,citydb.ng2_material.objectclass_id,integer,fk,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.objectclass_id via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
342,citydb.ng2_material.library_code,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.library_code via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
343,citydb.ng2_material.library_code_codespace,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.library_code_codespace via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
344,citydb.ng2_material.thm_conductivity,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.thm_conductivity via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
345,citydb.ng2_material.thm_conductivity_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.thm_conductivity_uom via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
346,citydb.ng2_material.spec_heat_capacity,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.spec_heat_capacity via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
347,citydb.ng2_material.spec_heat_capacity_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.spec_heat_capacity_uom via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
348,citydb.ng2_material.density,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.density via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
349,citydb.ng2_material.density_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.density_uom via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
350,citydb.ng2_material.permeance,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.permeance via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
351,citydb.ng2_material.permeance_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.permeance_uom via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
352,citydb.ng2_material.porosity,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.porosity via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
353,citydb.ng2_material.porosity_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.porosity_uom via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
354,citydb.ng2_material.embodied_carbon,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.embodied_carbon via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
355,citydb.ng2_material.embodied_carbon_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.embodied_carbon_uom via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
356,citydb.ng2_material.embodied_energy,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.embodied_energy via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
357,citydb.ng2_material.embodied_energy_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.embodied_energy_uom via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
358,citydb.ng2_material.is_ventilated,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.is_ventilated via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
359,citydb.ng2_material.r_value,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.r_value via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
360,citydb.ng2_material.r_value_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.r_value_uom via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
361,citydb.ng2_material.library_id,bigint,fk,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_material_layers,Caratteristiche componente layer stack,Fill ng2_material.library_id via tabula_extract_material_layers from TABULA archetype catalog + component XLS.
362,citydb.ng2_occupants.id,bigint,fk,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
363,citydb.ng2_occupants.type,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
364,citydb.ng2_occupants.type_codespace,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
365,citydb.ng2_occupants.num_of_occupants,integer,integer,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
366,citydb.ng2_occupants.heat_diss,numeric,numeric,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
367,citydb.ng2_occupants.heat_diss_uom,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
368,citydb.ng2_occupants.heat_diss_conv,numeric,numeric,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
369,citydb.ng2_occupants.heat_diss_conv_uom,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
370,citydb.ng2_occupants.heat_diss_lat,numeric,numeric,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
371,citydb.ng2_occupants.heat_diss_lat_uom,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
372,citydb.ng2_occupants.heat_diss_rad,numeric,numeric,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
373,citydb.ng2_occupants.heat_diss_rad_uom,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
374,citydb.ng2_occupants.avg_diet_type,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
375,citydb.ng2_occupants.avg_diet_type_codespace,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
376,citydb.ng2_occupants.avg_income_level,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
377,citydb.ng2_occupants.avg_income_level_codespace,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
378,citydb.ng2_occupants.avg_instr_level,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
379,citydb.ng2_occupants.avg_instr_level_codespace,varchar,text,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
380,citydb.ng2_occupants.schedule_id,bigint,fk,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
381,citydb.ng2_occupants.building_partition_id,bigint,fk,GEO-NONE,DEFERRED-OCCUPANTS,—,—,—,DEFERRED-OCCUPANTS: requires occupant template library beyond n_people/n_family.
382,citydb.ng2_opening.id,bigint,integer,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_opening,LOD1.2 wall area × tabula_glazing_ratio,Fill ng2_opening.id via tabula_extract_opening from TABULA archetype catalog + component XLS.
383,citydb.ng2_opening.area,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_opening,building_surfaces_lod12 + tabula_glazing_ratio,Wall area × TABULA-period glazing ratio per orientation.
384,citydb.ng2_opening.area_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_opening,LOD1.2 wall area × tabula_glazing_ratio,Fill ng2_opening.area_uom via tabula_extract_opening from TABULA archetype catalog + component XLS.
385,citydb.ng2_opening.azimuth,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_opening,LOD1.2 wall area × tabula_glazing_ratio,Fill ng2_opening.azimuth via tabula_extract_opening from TABULA archetype catalog + component XLS.
386,citydb.ng2_opening.azimuth_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_opening,LOD1.2 wall area × tabula_glazing_ratio,Fill ng2_opening.azimuth_uom via tabula_extract_opening from TABULA archetype catalog + component XLS.
387,citydb.ng2_opening.inclination,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_opening,LOD1.2 wall area × tabula_glazing_ratio,Fill ng2_opening.inclination via tabula_extract_opening from TABULA archetype catalog + component XLS.
388,citydb.ng2_opening.inclination_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_opening,LOD1.2 wall area × tabula_glazing_ratio,Fill ng2_opening.inclination_uom via tabula_extract_opening from TABULA archetype catalog + component XLS.
389,citydb.ng2_opening.ground_view_factor,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_opening,LOD1.2 wall area × tabula_glazing_ratio,Fill ng2_opening.ground_view_factor via tabula_extract_opening from TABULA archetype catalog + component XLS.
390,citydb.ng2_opening.ground_view_factor_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_opening,LOD1.2 wall area × tabula_glazing_ratio,Fill ng2_opening.ground_view_factor_uom via tabula_extract_opening from TABULA archetype catalog + component XLS.
391,citydb.ng2_opening.sky_view_factor,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_opening,LOD1.2 wall area × tabula_glazing_ratio,Fill ng2_opening.sky_view_factor via tabula_extract_opening from TABULA archetype catalog + component XLS.
392,citydb.ng2_opening.sky_view_factor_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_opening,LOD1.2 wall area × tabula_glazing_ratio,Fill ng2_opening.sky_view_factor_uom via tabula_extract_opening from TABULA archetype catalog + component XLS.
393,citydb.ng2_optical_property.id,bigint,integer,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_optical_property,TABULA window g-value,Fill ng2_optical_property.id via tabula_extract_optical_property from TABULA archetype catalog + component XLS.
394,citydb.ng2_optical_property.objectclass_id,integer,fk,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_optical_property,TABULA window g-value,Fill ng2_optical_property.objectclass_id via tabula_extract_optical_property from TABULA archetype catalog + component XLS.
395,citydb.ng2_optical_property.fraction,numeric,numeric,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_optical_property,TABULA window g-value,Fill ng2_optical_property.fraction via tabula_extract_optical_property from TABULA archetype catalog + component XLS.
396,citydb.ng2_optical_property.fraction_uom,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_optical_property,TABULA window g-value,Fill ng2_optical_property.fraction_uom via tabula_extract_optical_property from TABULA archetype catalog + component XLS.
397,citydb.ng2_optical_property.surface,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_optical_property,TABULA window g-value,Fill ng2_optical_property.surface via tabula_extract_optical_property from TABULA archetype catalog + component XLS.
398,citydb.ng2_optical_property.wavelength_range,varchar,text,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_optical_property,TABULA window g-value,Fill ng2_optical_property.wavelength_range via tabula_extract_optical_property from TABULA archetype catalog + component XLS.
399,citydb.ng2_optical_property.layered_construction_id,bigint,fk,GEO-NONE,PLANNED-3,building_tabula_archetype_calculator,tabula_extract_optical_property,TABULA window g-value,Fill ng2_optical_property.layered_construction_id via tabula_extract_optical_property from TABULA archetype catalog + component XLS.
400,citydb.ng2_qualified_attribute.id,bigint,integer,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_qualified_attribute,tabula_envelope_json envelope KPIs,Fill ng2_qualified_attribute.id via tabula_extract_qualified_attribute from TABULA archetype catalog + component XLS.
401,citydb.ng2_qualified_attribute.objectclass_id,integer,fk,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_qualified_attribute,tabula_envelope_json envelope KPIs,Fill ng2_qualified_attribute.objectclass_id via tabula_extract_qualified_attribute from TABULA archetype catalog + component XLS.
402,citydb.ng2_qualified_attribute.type,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_qualified_attribute,tabula_envelope_json envelope KPIs,Fill ng2_qualified_attribute.type via tabula_extract_qualified_attribute from TABULA archetype catalog + component XLS.
403,citydb.ng2_qualified_attribute.type_codespace,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_qualified_attribute,tabula_envelope_json envelope KPIs,Fill ng2_qualified_attribute.type_codespace via tabula_extract_qualified_attribute from TABULA archetype catalog + component XLS.
404,citydb.ng2_qualified_attribute.value,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_qualified_attribute,tabula_envelope_json envelope KPIs,Fill ng2_qualified_attribute.value via tabula_extract_qualified_attribute from TABULA archetype catalog + component XLS.
405,citydb.ng2_qualified_attribute.value_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_qualified_attribute,tabula_envelope_json envelope KPIs,Fill ng2_qualified_attribute.value_uom via tabula_extract_qualified_attribute from TABULA archetype catalog + component XLS.
406,citydb.ng2_qualified_attribute.description,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_qualified_attribute,tabula_envelope_json envelope KPIs,Fill ng2_qualified_attribute.description via tabula_extract_qualified_attribute from TABULA archetype catalog + component XLS.
407,citydb.ng2_qualified_attribute.source,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_qualified_attribute,tabula_envelope_json envelope KPIs,Fill ng2_qualified_attribute.source via tabula_extract_qualified_attribute from TABULA archetype catalog + component XLS.
408,citydb.ng2_qualified_attribute.building_id,bigint,fk,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_qualified_attribute,tabula_envelope_json envelope KPIs,Fill ng2_qualified_attribute.building_id via tabula_extract_qualified_attribute from TABULA archetype catalog + component XLS.
409,citydb.ng2_qualified_attribute.building_partition_id,bigint,fk,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_qualified_attribute,tabula_envelope_json envelope KPIs,Fill ng2_qualified_attribute.building_partition_id via tabula_extract_qualified_attribute from TABULA archetype catalog + component XLS.
410,citydb.ng2_refurbishment_measure.id,bigint,fk,GEO-NONE,PLANNED-3,ctdb_refurbishment_calculator,ctdb_from_envelope_efficiency,envelope_efficiency=high → retrofit hint,Fill ng2_refurbishment_measure.id via ctdb_from_envelope_efficiency from TABULA archetype catalog + component XLS.
411,citydb.ng2_refurbishment_measure.type,varchar,text,GEO-NONE,PLANNED-3,ctdb_refurbishment_calculator,ctdb_from_envelope_efficiency,envelope_efficiency=high → retrofit hint,Fill ng2_refurbishment_measure.type via ctdb_from_envelope_efficiency from TABULA archetype catalog + component XLS.
412,citydb.ng2_refurbishment_measure.type_codespace,varchar,text,GEO-NONE,PLANNED-3,ctdb_refurbishment_calculator,ctdb_from_envelope_efficiency,envelope_efficiency=high → retrofit hint,Fill ng2_refurbishment_measure.type_codespace via ctdb_from_envelope_efficiency from TABULA archetype catalog + component XLS.
413,citydb.ng2_refurbishment_measure.start_date,date,timestamp,GEO-NONE,PLANNED-3,ctdb_refurbishment_calculator,ctdb_from_envelope_efficiency,envelope_efficiency=high → retrofit hint,Fill ng2_refurbishment_measure.start_date via ctdb_from_envelope_efficiency from TABULA archetype catalog + component XLS.
414,citydb.ng2_refurbishment_measure.end_date,date,timestamp,GEO-NONE,PLANNED-3,ctdb_refurbishment_calculator,ctdb_from_envelope_efficiency,envelope_efficiency=high → retrofit hint,Fill ng2_refurbishment_measure.end_date via ctdb_from_envelope_efficiency from TABULA archetype catalog + component XLS.
415,citydb.ng2_refurbishment_measure.library_code,varchar,text,GEO-NONE,PLANNED-3,ctdb_refurbishment_calculator,ctdb_from_envelope_efficiency,envelope_efficiency=high → retrofit hint,Fill ng2_refurbishment_measure.library_code via ctdb_from_envelope_efficiency from TABULA archetype catalog + component XLS.
416,citydb.ng2_refurbishment_measure.library_code_codespace,varchar,text,GEO-NONE,PLANNED-3,ctdb_refurbishment_calculator,ctdb_from_envelope_efficiency,envelope_efficiency=high → retrofit hint,Fill ng2_refurbishment_measure.library_code_codespace via ctdb_from_envelope_efficiency from TABULA archetype catalog + component XLS.
417,citydb.ng2_refurbishment_measure.building_id,bigint,fk,GEO-NONE,PLANNED-3,ctdb_refurbishment_calculator,ctdb_from_envelope_efficiency,envelope_efficiency=high → retrofit hint,Fill ng2_refurbishment_measure.building_id via ctdb_from_envelope_efficiency from TABULA archetype catalog + component XLS.
418,citydb.ng2_refurbishment_measure.building_partition_id,bigint,fk,GEO-NONE,PLANNED-3,ctdb_refurbishment_calculator,ctdb_from_envelope_efficiency,envelope_efficiency=high → retrofit hint,Fill ng2_refurbishment_measure.building_partition_id via ctdb_from_envelope_efficiency from TABULA archetype catalog + component XLS.
419,citydb.ng2_resource.id,bigint,fk,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
420,citydb.ng2_resource.objectclass_id,integer,fk,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
421,citydb.ng2_resource.type,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
422,citydb.ng2_resource.type_codespace,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
423,citydb.ng2_resource.enduse,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
424,citydb.ng2_resource.enduse_codespace,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
425,citydb.ng2_resource.status,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
426,citydb.ng2_resource.operation_type,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
427,citydb.ng2_resource.operation_type_codespace,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
428,citydb.ng2_resource.year,integer,integer,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
429,citydb.ng2_resource.amount_type,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
430,citydb.ng2_resource.amount_type_codespace,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
431,citydb.ng2_resource.amount,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
432,citydb.ng2_resource.amount_uom,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
433,citydb.ng2_resource.time_series_id,bigint,fk,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
434,citydb.ng2_resource.is_amount_normalized,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
435,citydb.ng2_resource.normalization_param,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
436,citydb.ng2_resource.normalization_value,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
437,citydb.ng2_resource.normalization_value_uom,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
438,citydb.ng2_resource.co2_equivalent,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
439,citydb.ng2_resource.co2_equivalent_uom,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
440,citydb.ng2_resource.costs_money,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
